State,Site,Campaign,Season,Date,Point_no,Species,Sec_10,Sec_20,Sec_30,Sec_40,Sec_50,Sec_60,Sec_70,Sec_80,Sec_90,Sec_100,Sec_110,Sec_120,Sec_130,Sec_140,Sec_150,Sec_160,Sec_170,Sec_180,Comments
NY,Sunken,None,B,2-Jul-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,sitting on nest 
NC,HI,None,,3-Jul-24,2,AMOY,FL,A,M,M,A,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"One adult likely guarding a hidden chick, flew out of sight"
NC,HI,None,,3-Jul-24,1,AMOY,A,A,M,A,A,A,A,A,M,A,A,A,A,A,A,A,A,A,One adult guarding a chick that was behind the dunes
CT,Housatonic: Milford Point,Walkers,B,4-Jul-24,5,PIPL,R,M,M,R,M,F,R,M,F,M,R,F,M,R,R,R,R,R,
CT,Housatonic: Milford Point,Walkers,B,4-Jul-24,5,AMOY,Fl,Fl,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Point,Walkers,B,4-Jul-24,6,AMOY,Fl,R,R,R,R,M,R,R,R,R,R,R,R,M,R,R,R,R,
CT,Housatonic: Milford Point,Walkers,B,4-Jul-24,6,PIPL,F,M,A,A,A,A,A,M,R,Fl,M,R,M,R,M,R,R,R,Alert due to Territorial Disputes
CT,Housatonic: Milford Point,Walkers,B,4-Jul-24,6,SESA,M,F,F,F,F,F,F,F,F,F,F,R,Fl,Fl,R,R,R,M,Disturbed by 4 Fishermen dragging a wagon along the high tide line
NC,HI,None,,5-Jul-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NC,HI,None,,5-Jul-24,2,AMOY,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NC,HI,None,,5-Jul-24,2,SAND,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Long Beach,Walkers,B,6-Jul-24,3,PIPL,O,O,O,O,R,A,R,R,R,R,R,R,R,A,A,O,O,O,AD MALE W/ 3 PF CHICKS; O = preening
CT,Long Beach,Walkers,B,6-Jul-24,3,AMOY,M,M,M,M,R,R,M,F,F,F,F,M,M,F,F,F,F,F,
CT,Long Beach,Walkers,B,6-Jul-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,M,M,
CT,Long Beach,Walkers,B,6-Jul-24,4,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,PIPL INC
CT,Long Beach,Walkers,B,6-Jul-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,A,R,R,R,R,R,R,R,PIPL INC
CT,Long Beach,Walkers,B,6-Jul-24,6,PIPL,M,M,M,R,R,R,R,R,R,A,A,A,R,R,R,R,R,R,A = Locating chicks in vegetation
CT,Bushy Beach,None,B,6-Jul-24,2,PIPL,F,F,F,A,A,A,A,M,M,A,A,F,A,A,M,M,A,A,
CT,Bushy Beach,None,B,6-Jul-24,3,PIPL,A,A,A,M,A,A,M,M,M,A,M,A,A,A,A,A,A,A,
CT,Bushy Beach,None,B,6-Jul-24,4,PIPL,F,F,F,F,F,F,M,A,A,A,F,F,F,F,F,F,F,M,
CT,Bushy Beach,None,B,6-Jul-24,4,AMOY,F,F,F,F,F,F,F,F,F,A,F,F,F,FL,FL,FL,FL,FL,
NY,Sunken,None,B,6-Jul-24,2,fl,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,flying around chirping 
NY,TOH,Dog_free,B,6-Jul-24,1,AMOY,FL,R,R,F,F,F,F,F,F,F,F,A,FL,FL,OS,OS,OS,OS,"Man running by at 2:00, flew behind dunes"
NY,TOH,Dog_free,B,6-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening
NY,TOH,Dog_free,B,6-Jul-24,3,AMOY,R,R,R,R,R,M,M,R,M,M,M,M,M,R,M,M,F,F,Roosting and walking with 2 chicks by dunes
NY,TOH,Dog_free,B,6-Jul-24,4,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard in dune
NY,TOH,Dog_free,B,6-Jul-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,Preening in pool of water
NY,TOH,Dog_free,B,6-Jul-24,5,AMOY,F,F,M,R,R,F,M,M,F,R,M,F,F,M,F,F,M,F,Woman walked by at 0:30
NY,TOH,Dog_free,B,6-Jul-24,5,PIPL,F,F,F,F,F,F,M,F,F,F,F,F,M,M,F,F,F,F,Foraging at surf
NY,TOH,Dog_free,B,6-Jul-24,6,AMOY,M,M,M,M,F,M,F,M,R,M,M,R,F,F,M,R,M,M,Walking and foraging at wrack line
NY,TOH,Dog_free,B,6-Jul-24,6,PIPL,F,F,F,F,F,M,M,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,Foraging at surf and then flew behind dunes
NY,TOH,Dog_free,B,6-Jul-24,7,AMOY,F,F,M,M,F,F,M,M,F,F,F,F,F,F,M,M,M,M,Foraging and bringing food to chick
NY,TOH,Dog_free,B,6-Jul-24,8,AMOY,R,R,R,M,M,R,M,M,R,R,R,R,R,R,R,R,R,M,"Lady walked by at 1:10, Roosting at wrack line"
NY,TOH,Dog_free,B,6-Jul-24,9,AMOY,F,F,M,F,F,F,F,F,M,R,R,R,M,R,R,M,R,R,"Banded: Orange-YF6, Foraging with mate and 3 juveniles"
NY,TOH,Dog_free,B,6-Jul-24,10,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,Preening
CT,Sandy Point,None,B,7-Jul-24,6,PIPL,F,F,R,F,F,R,M,M,R,M,M,F,FL,OS,FL,M,FL,R,"Initial P2 fledge flushed, different fledge"
CT,Sandy Point,None,B,7-Jul-24,7,PIPL,F,M,F,F,M,M,R,OS,R,M,OS,OS,M,F,M,F,F,F,P13 Fledge --> P14 Chick
CT,Sandy Point,None,B,7-Jul-24,7,SESA,F,M,M,M,M,FL,OS,F,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,"Group flushed by volunteer, flew to tip"
CT,Sandy Point,None,B,7-Jul-24,8,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P5 Female incubating
CT,Sandy Point,None,B,7-Jul-24,8,AMOY,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,P3 Loafing
NY,Jones,Walkers,B,7-Jul-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting
NY,Jones,Walkers,B,7-Jul-24,1,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting
NY,Jones,Walkers,B,7-Jul-24,2,PIPL,F,F,F,M,M,M,F,M,M,F,F,M,R,M,F,M,M,F,Foraging with chicks
NY,Jones,Walkers,B,7-Jul-24,3,PIPL,F,F,M,F,M,F,F,M,M,F,F,F,F,M,M,F,R,R,Foraging at wrack line
NY,Jones,Walkers,B,7-Jul-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
NY,Jones,Walkers,B,7-Jul-24,4,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and watching juvenile forage
NY,Jones,Walkers,B,7-Jul-24,4,AMOY,R,M,M,M,F,F,F,M,F,F,F,M,F,F,F,F,F,F,Foraging at surf
NY,Jones,Walkers,B,7-Jul-24,5,AMOY,F,F,M,R,M,M,M,R,R,R,M,M,R,M,R,R,R,R,Foraging then went to roost closer to dunes
NY,Jones,Walkers,B,7-Jul-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening
NY,Jones,Walkers,B,7-Jul-24,6,PIPL,F,M,M,M,F,F,R,R,R,F,M,F,M,M,F,F,R,M,Foraging with mate and juvenile
NY,Jones,Walkers,B,7-Jul-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in vegetation
NY,Jones,Walkers,B,7-Jul-24,9,PIPL,R,M,R,R,R,M,R,R,R,M,M,R,M,F,F,R,R,F,Walking and foraging with 2 chicks
NY,Jones,Walkers,B,7-Jul-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening with mate
NC,NWB,None,,7-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,A pair. One of the adults has fishing line on its foot.
NC,NWB,None,,7-Jul-24,4,WIPL,R,R,R,R,R,R,R,R,R,R,M,M,R,R,R,R,R,R,"Preened, then walked around to sit under a bush."
SC,Folly Beach Lighthouse Inlet,Walkers,B,8-Jul-24,2,AMOY,M,M,M,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,
SC,Folly Beach Lighthouse Inlet,Walkers,B,8-Jul-24,3,WIPL,R,R,R,R,R,R,R,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,8-Jul-24,4,LETE,FL,FL,F,FL,F,F,FL,FL,FL,FL,F,FL,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,8-Jul-24,4,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
NY,Sunken,None,B,9-Jul-24,5,r,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,incubating nest
CT,Bushy Beach,None,B,10-Jul-24,2,PIPL,M,M,M,A,A,M,M,F,F,M,M,M,A,M,M,OS,OS,OS,Ran into veg out of sight 
CT,Bushy Beach,None,B,10-Jul-24,3,PIPL,F,F,M,F,F,F,A,A,A,F,A,A,A,F,A,A,A,A,Black back gull eating fish near nest area 
CT,Bushy Beach,None,B,10-Jul-24,3,AMOY,A,A,A,M,M,M,FL,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,"Flushed out of area by people, moved to marsh side "
CT,Bushy Beach,None,B,10-Jul-24,4,PIPL,F,F,F,M,F,M,F,M,F,F,M,M,F,F,F,F,F,F,
NY,TOH,Dog_free,B,10-Jul-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near dunes
NY,TOH,Dog_free,B,10-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
NY,TOH,Dog_free,B,10-Jul-24,3,AMOY,M,M,M,M,M,R,R,M,M,M,R,R,M,M,R,R,R,R,Walking with mate and 2 chicks
NY,TOH,Dog_free,B,10-Jul-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near wrack line
NY,TOH,Dog_free,B,10-Jul-24,4,PIPL,M,M,M,M,M,M,M,R,M,M,M,R,R,R,R,R,M,M,Walking towards dunes and roosting
NY,TOH,Dog_free,B,10-Jul-24,5,AMOY,R,M,M,M,M,M,R,R,R,R,R,R,M,A,R,R,R,R,Territorial with other AMOY at 2:20
NY,TOH,Dog_free,B,10-Jul-24,6,PIPL,A,A,R,R,R,R,M,M,M,A,A,M,M,M,F,F,M,F,Territorial with other AMOY at 0:10-0:20 and 0:40-0:50
NY,TOH,Dog_free,B,10-Jul-24,6,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting with 2 chicks
NY,TOH,Dog_free,B,10-Jul-24,7,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard PIPL out of sight in dunes
NY,TOH,Dog_free,B,10-Jul-24,7,AMOY,F,F,F,F,F,F,F,F,M,F,F,M,F,F,M,F,F,F,Foraging at surf
NY,TOH,Dog_free,B,10-Jul-24,8,AMOY,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,Roosting with mate and 3 chicks
NY,TOH,Dog_free,B,10-Jul-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting with 3 juveniles
NY,TOH,Dog_free,B,10-Jul-24,9,PIPL,M,M,M,M,M,M,M,R,R,R,R,R,M,M,M,M,M,M,Walking towards dunes
NY,TOH,Dog_free,B,10-Jul-24,10,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in tire track
NY,TOH,Dog_free,B,10-Jul-24,10,PIPL,R,M,M,R,R,R,R,R,M,M,FL,FL,OS,OS,OS,OS,OS,OS,Roosting/walking and then flew over dune
NY,Far Rockaway,None,,11-Jul-24,2,PIPL,A,M,A,A,A,A,M,M,A,A,M,OS,OS,OS,OS,OS,OS,OS,went behind dune with fledge sized chick
NY,Far Rockaway,None,,11-Jul-24,2,AMOY,M,F,M,M,M,R,R,R,R,R,R,R,R,R,R,R,M,M,with mate and two chicks
NY,Far Rockaway,None,,11-Jul-24,1,AMOY,A,R,M,M,M,M,R,A,FL,FL,A,M,M,M,FL,A,FL,FL,
NY,Arverne,None,,11-Jul-24,1,PIPL,A,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,A,M,plover fledge
NY,Arverne,None,,11-Jul-24,2,PIPL,M,M,M,M,M,F,M,M,M,M,R,R,R,R,R,R,R,R,
NY,Arverne,None,,11-Jul-24,2,AMOY,M,A,A,R,R,R,M,R,M,R,R,R,R,R,R,R,R,R,
NY,Arverne,None,,11-Jul-24,3,PIPL,M,M,M,M,M,M,F,M,M,M,R,R,R,R,R,R,R,R,
NY,Arverne,None,,11-Jul-24,4,AMOY,M,A,A,A,A,A,M,M,M,R,M,M,F,M,FL,M,F,F,
SC,Harbor Island,Dog_leash,B,12-Jul-24,3,PIPL,R,F,F,F,R,R,F,R,F,F,R,F,R,R,M,R,R,R,
SC,Harbor Island,Dog_leash,B,12-Jul-24,3,WIPL,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,
SC,Harbor Island,Dog_leash,B,12-Jul-24,3,SAND,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,lost site of the SAND  before we could do observation
CT,Housatonic: Milford Point,Walkers,B,12-Jul-24,5,AMOY,F,M,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
CT,Housatonic: Milford Point,Walkers,B,12-Jul-24,6,PIPL,M,F,A,F,A,A,R,M,M,R,M,M,M,M,M,R,M,R,
CT,Housatonic: Milford Point,Walkers,B,12-Jul-24,6,AMOY,F,M,F,M,P,M,M,M,M,M,M,M,M,M,M,M,F,M,
CT,Long Beach,Walkers,B,12-Jul-24,3,PIPL,O,O,O,O,R,O,O,O,O,O,O,R,O,O,O,A,O,O,O = Preening
CT,Long Beach,Walkers,B,12-Jul-24,4,PIPL,F,M,F,A,M,A,M,M,M,A,FL,FL,OS , OS ,OS ,OS,OS ,OS ,Moved towards my location and flew off when it was ~5 m away.
CT,Long Beach,Walkers,B,12-Jul-24,5,PIPL,R,R,R,R,A,R,R,R,R,O,O,O,A,R,R,R,R,R,O = Preening; Adult alert due to chick movement
NY,Jones,Walkers,B,12-Jul-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,pair in fencing
NY,Jones,Walkers,B,12-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,in fencing
NY,Jones,Walkers,B,12-Jul-24,2,PIPL,F,F,F,F,M,M,M,M,M,M,M,M,R,R,R,R,R,R,in wrack line
NY,Jones,Walkers,B,12-Jul-24,2,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
NY,Jones,Walkers,B,12-Jul-24,2,sea,F,F,F,F,F,M,F,F,F,M,M,F,F,F,FL,OS,OS,OS,
NY,Jones,Walkers,B,12-Jul-24,4,PIPL,F,F,F,F,F,F,F,F,F,F,M,F,F,F,F,F,F,F,exclosure near
NY,Jones,Walkers,B,12-Jul-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on wrack line
NY,Jones,Walkers,B,12-Jul-24,6,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,roosting by water
NY,Jones,Walkers,B,12-Jul-24,6,PIPL,M,M,M,M,M,F,A,A,F,M,M,F,F,F,F,F,F,F,running down wrack line foraging
NC,HI,None,,14-Jul-24,2,AMOY,A,A,A,M,M,A,M,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,"One adult likely guarding chick (not seen), moved around a bit and then flew behind dunes"
NC,HI,None,,14-Jul-24,5,SAND,A,A,M,M,F,F,F,F,M,M,M,A,F,F,M,F,M,F,
CT,Sandy Point,None,B,15-Jul-24,4,AMOY,M,F,F,R,M,M,R,F,R,M,F,M,F,F,R,R,F,M,
CT,Sandy Point,None,B,15-Jul-24,5,PIPL,M,M,R,M,F,F,R,F,R,M,M,R,R,F,F,F,F,R,P2/P4 Fledge
CT,Sandy Point,None,B,15-Jul-24,6,PIPL,M,M,M,M,OS,OS,F,R,M,M,M,R,FL,OS,OS,OS,OS,OS,"P14 Fledge, flew off to MS"
CT,Sandy Point,None,B,15-Jul-24,7,PIPL,M,F,M,M,R,R,F,M,F,R,M,F,F,M,M,M,F,M,P13 chick
CT,Sandy Point,None,B,15-Jul-24,8,PIPL,F,R,F,M,F,M,M,M,R,R,R,R,R,R,R,R,R,R,GF7J2 brooding chick
CT,Sandy Point,None,B,15-Jul-24,8,AMOY,M,M,M,F,F,F,F,M,F,M,M,M,F,M,F,F,M,M,P3
CT,Sandy Point,None,B,15-Jul-24,8,SAND,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Preening
CT,Sandy Point,None,B,15-Jul-24,8,SESA,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,Sunken,None,B,15-Jul-24,5,r,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,incubating nest 
NY,Jones,Walkers,B,16-Jul-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on rocks 
NY,Jones,Walkers,B,16-Jul-24,1,SAND,F,F,F,F,F,F,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
NY,Jones,Walkers,B,16-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,in fencing 
NY,Jones,Walkers,B,16-Jul-24,2,SAND,M,F,F,F,F,F,F,M,F,F,F,F,M,F,F,F,F,F,by water
NY,Jones,Walkers,B,16-Jul-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on beach in group
NY,Jones,Walkers,B,16-Jul-24,3,PIPL,F,F,F,F,F,F,F,F,F,F,F,M,F,F,F,F,F,F,by water
NY,Jones,Walkers,B,16-Jul-24,9,AMOY,R,R,R,F,F,F,M,R,R,R,R,R,R,R,R,R,R,R,in wrack line
NY,Jones,Walkers,B,16-Jul-24,7,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
NY,Jones,Walkers,B,16-Jul-24,6,sesa,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water
CT,Housatonic: Milford Point,Walkers,B,18-Jul-24,5,PIPL,R,F,F,F,R,R,R,F,M,M,F,R,F,F,F,F,A,M,
CT,Housatonic: Milford Point,Walkers,B,18-Jul-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Housatonic: Milford Point,Walkers,B,18-Jul-24,6,PIPL,R,R,R,R,R,M,F,R,F,F,F,F,F,O,M,M,R,M,O = Feather ruffling
SC,Folly Beach Lighthouse Inlet,Walkers,B,19-Jul-24,1,WIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
SC,Folly Beach Lighthouse Inlet,Walkers,B,19-Jul-24,1,AMOY,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,19-Jul-24,3,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,unable to complete full survey due to weather-did not do point 4
SC,Harbor Island,Dog_leash,B,19-Jul-24,3,WIPL,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,AMOYS FLEW OVER HEAD AND DISAPPEARED
CT,Bushy Beach,None,B,19-Jul-24,2,PIPL,A,A,M,M,M,A,M,M,M,M,A,M,M,A,A,M,M,M,Fishing boat close to shore feeding seaguls scraps
CT,Bushy Beach,None,B,19-Jul-24,3,PIPL,A,A,A,A,A,A,A,M,A,A,A,A,A,M,A,A,A,A,Male brooding over foraging chick
CT,Bushy Beach,None,B,19-Jul-24,3,AMOY,A,A,A,F,F,F,F,A,M,A,A,A,A,M,M,M,M,M,
CT,Long Beach,Walkers,B,19-Jul-24,4,PIPL,M,M,M,M,F,R,F,M,M,F,F,M,M,R,R,M,OS,F,PF CHICK
CT,Long Beach,Walkers,B,19-Jul-24,5,PIPL,R,F,F,M,M,F,M,R,M,F,F,M,M,M,M,F,F,M,PF CHICK
NY,TOH,Dog_free,B,19-Jul-24,4,AMOY,M,OS,OS,OS,OS,OS,OS,OS,A,A,A,M,A,A,A,M,A,M,AMOY moved closer to water behind but vocalized 
NY,TOH,Dog_free,B,19-Jul-24,5,AMOY,A,A,D,A,A,D,A,A,A,A,F,A,A,A,M,M,R,R,
NY,TOH,Dog_free,B,19-Jul-24,7,AMOY,M,F,F,F,A,M,M,A,F,F,F,F,M,A,F,F,F,M,AMOY family
NY,TOH,Dog_free,B,19-Jul-24,8,AMOY,F,F,F,F,F,F,M,F,M,F,A,M,F,F,F,F,F,A,
NY,TOH,Dog_free,B,19-Jul-24,9,AMOY,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,AMOY flew to water's edge during survey.
NY,TOH,Dog_free,B,19-Jul-24,10,AMOY,A,A,R,A,A,A,A,A,A,A,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,19-Jul-24,3,AMOY,A,A,A,A,A,A,A,A,D,R,R,R,R,R,R,R,R,R,
GA,TBCC,Walkers,B,19-Jul-24,1,SAND,F,F,M,F,F,M,F,F,F,M,M,F,M,F,M,M,F,F,SAND 2.
GA,FPCC,None,B,19-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"AMOYs were resting during much of the survey. However, a fast-moving pilot boat pushed a big wake on the shoreline, causing the shorebirds to flush and/or shift positions along the beach; most returned. Towards the end of the survey, an ATV patrolling the beach area, caused the shorebirds to flush; most AMOY departed."
NC,HI,None,,20-Jul-24,4,SAND,M,F,F,F,M,F,M,F,F,M,M,A,M,M,A,F,F,M,
NC,HI,None,,20-Jul-24,5,SAND,F,F,A,F,F,M,F,M,F,F,F,F,M,A,F,F,F,F,
CT,Sandy Point,None,B,21-Jul-24,4,SAND,M,M,F,M,F,F,M,M,M,F,M,M,F,M,F,M,M,M,
CT,Sandy Point,None,B,21-Jul-24,6,SAND,A,A,A,A,A,A,A,A,A,FL,M,M,M,F,F,M,F,M,A = Running from walkers
CT,Sandy Point,None,B,21-Jul-24,7,PIPL,M,F,M,R,A,R,M,R,M,M,F,F,F,M,M,F,R,M,"P3 Chick, A = Hid while AD chased gull"
CT,Sandy Point,None,B,21-Jul-24,7,SAND,M,M,F,M,F,F,M,M,M,A,OS,OS,OS,OS,OS,OS,OS,OS,A = Flushed by fishermen
CT,Sandy Point,None,B,21-Jul-24,8,PIPL,R,R,M,R,R,O,O,O,O,F,M,O,O,O,O,O,O,O,"P5 chick, O = PREENING"
CT,Sandy Point,None,B,21-Jul-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,M,A,A,R,R,R,R,A = Vocal about something
CT,Sandy Point,None,B,21-Jul-24,8,SESA,F,O,O,O,M,M,F,M,O,O,R,R,M,R,O,R,M,R,O = BATHING/PREENING
NY,Jones,Walkers,B,22-Jul-24,1,AMOY,M,M,M,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,Roosting and then preening and then walking to roost on jetty
NY,Jones,Walkers,B,22-Jul-24,1,SESA,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and vocalizing on the jetty
NY,Jones,Walkers,B,22-Jul-24,1,PIPL,M,M,M,R,R,M,M,M,F,M,F,F,M,M,R,M,R,M,Walking and roosting in dunes
NY,Jones,Walkers,B,22-Jul-24,2,SESA,F,F,F,F,M,F,M,M,F,F,M,F,F,F,M,F,F,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,3,AMOY,M,M,M,M,M,M,M,M,M,M,M,M,R,R,R,R,R,R,"1st AMOY walked behind dunes, switched to 2nd AMOY at 2:10, loafing"
NY,Jones,Walkers,B,22-Jul-24,3,PIPL,M,M,M,M,M,M,M,M,R,M,R,M,R,R,M,M,M,M,Walking from water to dunes
NY,Jones,Walkers,B,22-Jul-24,3,SESA,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in a huddle near wrack line
NY,Jones,Walkers,B,22-Jul-24,4,SESA,M,F,M,M,M,F,F,M,F,F,M,F,M,F,F,F,M,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,4,AMOY,M,M,M,M,M,M,M,M,M,R,R,R,R,R,R,R,M,M,Walking with mate and preening
NY,Jones,Walkers,B,22-Jul-24,5,SESA,F,F,FL,F,F,M,M,M,F,F,FL,F,M,F,F,F,M,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,5,AMOY,R,M,M,M,M,M,M,M,M,M,M,R,R,R,R,R,R,R,Walking then preening
NY,Jones,Walkers,B,22-Jul-24,6,SESA,F,M,F,F,F,F,F,F,F,M,M,F,F,M,M,F,F,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,7,SESA,F,M,F,M,F,F,F,M,F,F,F,F,M,M,F,M,M,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near wrack line
NY,Jones,Walkers,B,22-Jul-24,8,SESA,F,M,F,F,M,F,F,M,F,F,R,F,F,F,FL,FL,FL,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,9,SESA,F,F,F,F,M,M,F,F,M,M,F,F,M,F,F,M,F,F,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,10,SESA,F,F,M,F,F,F,F,F,F,F,F,F,F,FL,F,F,F,M,Foraging at surf
NY,Jones,Walkers,B,22-Jul-24,10,AMOY,F,F,F,M,M,F,M,M,M,M,M,M,M,M,M,M,M,M,Foraging and then walking from surf to fencing
NY,Jones,Walkers,B,22-Jul-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near dunes
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,1,WIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,1,SEPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,1,WILL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,1,PEEP,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
